Prompt ID,Model,Run,Date,Factual Accuracy (0-2),Citation Accuracy (0-2),Foreign Framework (NONE/DISCLOSED/UNDISCLOSED/SUBSTITUTED),Confidence Score (1-3),Uncertainty Disclosed (YES/PARTIAL/NO),Hallucination Event (Y/N),Critical Hallucination (Y/N),Notes
P-001,GPT-4o,1,,,,,,,,
P-001,GPT-4o,2,,,,,,,,
P-001,GPT-4o,3,,,,,,,,
P-001,Gemini 1.5 Pro,1,,,,,,,,
P-001,Gemini 1.5 Pro,2,,,,,,,,
P-001,Gemini 1.5 Pro,3,,,,,,,,
P-001,Mistral-7B,1,,,,,,,,
P-001,Mistral-7B,2,,,,,,,,
P-001,Mistral-7B,3,,,,,,,,
P-001,Falcon-7B,1,,,,,,,,
P-001,Falcon-7B,2,,,,,,,,
P-001,Falcon-7B,3,,,,,,,,
P-002,GPT-4o,1,,,,,,,,
P-002,GPT-4o,2,,,,,,,,
P-002,GPT-4o,3,,,,,,,,
P-002,Gemini 1.5 Pro,1,,,,,,,,
P-002,Gemini 1.5 Pro,2,,,,,,,,
P-002,Gemini 1.5 Pro,3,,,,,,,,
P-002,Mistral-7B,1,,,,,,,,
P-002,Mistral-7B,2,,,,,,,,
P-002,Mistral-7B,3,,,,,,,,
P-002,Falcon-7B,1,,,,,,,,
P-002,Falcon-7B,2,,,,,,,,
P-002,Falcon-7B,3,,,,,,,,
P-003,GPT-4o,1,,,,,,,,
P-003,GPT-4o,2,,,,,,,,
P-003,GPT-4o,3,,,,,,,,
P-003,Gemini 1.5 Pro,1,,,,,,,,
P-003,Gemini 1.5 Pro,2,,,,,,,,
P-003,Gemini 1.5 Pro,3,,,,,,,,
P-003,Mistral-7B,1,,,,,,,,
P-003,Mistral-7B,2,,,,,,,,
P-003,Mistral-7B,3,,,,,,,,
P-003,Falcon-7B,1,,,,,,,,
P-003,Falcon-7B,2,,,,,,,,
P-003,Falcon-7B,3,,,,,,,,
P-004,GPT-4o,1,,,,,,,,
P-004,GPT-4o,2,,,,,,,,
P-004,GPT-4o,3,,,,,,,,
P-004,Gemini 1.5 Pro,1,,,,,,,,
P-004,Gemini 1.5 Pro,2,,,,,,,,
P-004,Gemini 1.5 Pro,3,,,,,,,,
P-004,Mistral-7B,1,,,,,,,,
P-004,Mistral-7B,2,,,,,,,,
P-004,Mistral-7B,3,,,,,,,,
P-004,Falcon-7B,1,,,,,,,,
P-004,Falcon-7B,2,,,,,,,,
P-004,Falcon-7B,3,,,,,,,,
P-005,GPT-4o,1,,,,,,,,
P-005,GPT-4o,2,,,,,,,,
P-005,GPT-4o,3,,,,,,,,
P-005,Gemini 1.5 Pro,1,,,,,,,,
P-005,Gemini 1.5 Pro,2,,,,,,,,
P-005,Gemini 1.5 Pro,3,,,,,,,,
P-005,Mistral-7B,1,,,,,,,,
P-005,Mistral-7B,2,,,,,,,,
P-005,Mistral-7B,3,,,,,,,,
P-005,Falcon-7B,1,,,,,,,,
P-005,Falcon-7B,2,,,,,,,,
P-005,Falcon-7B,3,,,,,,,,
P-006,GPT-4o,1,,,,,,,,
P-006,GPT-4o,2,,,,,,,,
P-006,GPT-4o,3,,,,,,,,
P-006,Gemini 1.5 Pro,1,,,,,,,,
P-006,Gemini 1.5 Pro,2,,,,,,,,
P-006,Gemini 1.5 Pro,3,,,,,,,,
P-006,Mistral-7B,1,,,,,,,,
P-006,Mistral-7B,2,,,,,,,,
P-006,Mistral-7B,3,,,,,,,,
P-006,Falcon-7B,1,,,,,,,,
P-006,Falcon-7B,2,,,,,,,,
P-006,Falcon-7B,3,,,,,,,,
P-007,GPT-4o,1,,,,,,,,
P-007,GPT-4o,2,,,,,,,,
P-007,GPT-4o,3,,,,,,,,
P-007,Gemini 1.5 Pro,1,,,,,,,,
P-007,Gemini 1.5 Pro,2,,,,,,,,
P-007,Gemini 1.5 Pro,3,,,,,,,,
P-007,Mistral-7B,1,,,,,,,,
P-007,Mistral-7B,2,,,,,,,,
P-007,Mistral-7B,3,,,,,,,,
P-007,Falcon-7B,1,,,,,,,,
P-007,Falcon-7B,2,,,,,,,,
P-007,Falcon-7B,3,,,,,,,,
P-008,GPT-4o,1,,,,,,,,
P-008,GPT-4o,2,,,,,,,,
P-008,GPT-4o,3,,,,,,,,
P-008,Gemini 1.5 Pro,1,,,,,,,,
P-008,Gemini 1.5 Pro,2,,,,,,,,
P-008,Gemini 1.5 Pro,3,,,,,,,,
P-008,Mistral-7B,1,,,,,,,,
P-008,Mistral-7B,2,,,,,,,,
P-008,Mistral-7B,3,,,,,,,,
P-008,Falcon-7B,1,,,,,,,,
P-008,Falcon-7B,2,,,,,,,,
P-008,Falcon-7B,3,,,,,,,,
P-009,GPT-4o,1,,,,,,,,
P-009,GPT-4o,2,,,,,,,,
P-009,GPT-4o,3,,,,,,,,
P-009,Gemini 1.5 Pro,1,,,,,,,,
P-009,Gemini 1.5 Pro,2,,,,,,,,
P-009,Gemini 1.5 Pro,3,,,,,,,,
P-009,Mistral-7B,1,,,,,,,,
P-009,Mistral-7B,2,,,,,,,,
P-009,Mistral-7B,3,,,,,,,,
P-009,Falcon-7B,1,,,,,,,,
P-009,Falcon-7B,2,,,,,,,,
P-009,Falcon-7B,3,,,,,,,,
P-010,GPT-4o,1,,,,,,,,
P-010,GPT-4o,2,,,,,,,,
P-010,GPT-4o,3,,,,,,,,
P-010,Gemini 1.5 Pro,1,,,,,,,,
P-010,Gemini 1.5 Pro,2,,,,,,,,
P-010,Gemini 1.5 Pro,3,,,,,,,,
P-010,Mistral-7B,1,,,,,,,,
P-010,Mistral-7B,2,,,,,,,,
P-010,Mistral-7B,3,,,,,,,,
P-010,Falcon-7B,1,,,,,,,,
P-010,Falcon-7B,2,,,,,,,,
P-010,Falcon-7B,3,,,,,,,,
P-011,GPT-4o,1,,,,,,,,
P-011,GPT-4o,2,,,,,,,,
P-011,GPT-4o,3,,,,,,,,
P-011,Gemini 1.5 Pro,1,,,,,,,,
P-011,Gemini 1.5 Pro,2,,,,,,,,
P-011,Gemini 1.5 Pro,3,,,,,,,,
P-011,Mistral-7B,1,,,,,,,,
P-011,Mistral-7B,2,,,,,,,,
P-011,Mistral-7B,3,,,,,,,,
P-011,Falcon-7B,1,,,,,,,,
P-011,Falcon-7B,2,,,,,,,,
P-011,Falcon-7B,3,,,,,,,,
P-012,GPT-4o,1,,,,,,,,
P-012,GPT-4o,2,,,,,,,,
P-012,GPT-4o,3,,,,,,,,
P-012,Gemini 1.5 Pro,1,,,,,,,,
P-012,Gemini 1.5 Pro,2,,,,,,,,
P-012,Gemini 1.5 Pro,3,,,,,,,,
P-012,Mistral-7B,1,,,,,,,,
P-012,Mistral-7B,2,,,,,,,,
P-012,Mistral-7B,3,,,,,,,,
P-012,Falcon-7B,1,,,,,,,,
P-012,Falcon-7B,2,,,,,,,,
P-012,Falcon-7B,3,,,,,,,,
P-013,GPT-4o,1,,,,,,,,
P-013,GPT-4o,2,,,,,,,,
P-013,GPT-4o,3,,,,,,,,
P-013,Gemini 1.5 Pro,1,,,,,,,,
P-013,Gemini 1.5 Pro,2,,,,,,,,
P-013,Gemini 1.5 Pro,3,,,,,,,,
P-013,Mistral-7B,1,,,,,,,,
P-013,Mistral-7B,2,,,,,,,,
P-013,Mistral-7B,3,,,,,,,,
P-013,Falcon-7B,1,,,,,,,,
P-013,Falcon-7B,2,,,,,,,,
P-013,Falcon-7B,3,,,,,,,,
P-014,GPT-4o,1,,,,,,,,
P-014,GPT-4o,2,,,,,,,,
P-014,GPT-4o,3,,,,,,,,
P-014,Gemini 1.5 Pro,1,,,,,,,,
P-014,Gemini 1.5 Pro,2,,,,,,,,
P-014,Gemini 1.5 Pro,3,,,,,,,,
P-014,Mistral-7B,1,,,,,,,,
P-014,Mistral-7B,2,,,,,,,,
P-014,Mistral-7B,3,,,,,,,,
P-014,Falcon-7B,1,,,,,,,,
P-014,Falcon-7B,2,,,,,,,,
P-014,Falcon-7B,3,,,,,,,,
P-015,GPT-4o,1,,,,,,,,
P-015,GPT-4o,2,,,,,,,,
P-015,GPT-4o,3,,,,,,,,
P-015,Gemini 1.5 Pro,1,,,,,,,,
P-015,Gemini 1.5 Pro,2,,,,,,,,
P-015,Gemini 1.5 Pro,3,,,,,,,,
P-015,Mistral-7B,1,,,,,,,,
P-015,Mistral-7B,2,,,,,,,,
P-015,Mistral-7B,3,,,,,,,,
P-015,Falcon-7B,1,,,,,,,,
P-015,Falcon-7B,2,,,,,,,,
P-015,Falcon-7B,3,,,,,,,,
P-016,GPT-4o,1,,,,,,,,
P-016,GPT-4o,2,,,,,,,,
P-016,GPT-4o,3,,,,,,,,
P-016,Gemini 1.5 Pro,1,,,,,,,,
P-016,Gemini 1.5 Pro,2,,,,,,,,
P-016,Gemini 1.5 Pro,3,,,,,,,,
P-016,Mistral-7B,1,,,,,,,,
P-016,Mistral-7B,2,,,,,,,,
P-016,Mistral-7B,3,,,,,,,,
P-016,Falcon-7B,1,,,,,,,,
P-016,Falcon-7B,2,,,,,,,,
P-016,Falcon-7B,3,,,,,,,,
